iterationNumber,MeanTravelTime,WarmUpTime,CarsInSimulationCount,CarsAcrossCorridorCount
178,129.035,100.22222222222223,79,16
179,129.956,100.22222222222223,80,15
180,131.222,100.22222222222223,75,18
181,127.356,100.22222222222223,81,15
182,130.854,100.22222222222223,86,19
183,129.489,100.22222222222223,81,15
184,130.16,100.22222222222223,81,16
185,127.222,100.22222222222223,80,16
186,130.289,100.22222222222223,78,15
187,127.611,100.22222222222223,79,18
188,128.972,100.22222222222223,81,16
189,129.794,100.22222222222223,79,14
190,130.035,100.22222222222223,78,16
191,128.437,100.22222222222223,75,14
192,131.285,100.22222222222223,83,16
193,129.485,100.22222222222223,83,19
194,128.643,100.22222222222223,83,19
195,131.937,100.22222222222223,79,14
196,130.956,100.22222222222223,78,15
197,129.822,100.22222222222223,78,15
198,129.056,100.22222222222223,83,18
199,125.046,100.22222222222223,84,17
200,128.535,100.22222222222223,83,16
201,128.294,100.22222222222223,78,14
202,126.91,100.22222222222223,79,16
203,129.489,100.22222222222223,79,15
204,129.41,100.22222222222223,76,16
205,129.222,100.22222222222223,79,17
206,128.575,100.22222222222223,78,17
207,128.756,100.22222222222223,79,15
208,128.801,100.22222222222223,82,19
209,132.022,100.22222222222223,80,15
210,131.089,100.22222222222223,82,15
211,128.651,100.22222222222223,75,14
212,130.285,100.22222222222223,81,16
213,129.167,100.22222222222223,88,18
214,128.433,100.22222222222223,80,19
215,126.222,100.22222222222223,81,16
216,129.91,100.22222222222223,75,16
217,133.778,100.22222222222223,80,18
218,127.156,100.22222222222223,76,15
219,125.389,100.22222222222223,75,12
220,128.53,100.22222222222223,75,13
221,128.972,100.22222222222223,78,16
222,128.389,100.22222222222223,85,18
223,129.122,100.22222222222223,87,20
224,128.222,100.22222222222223,75,11
225,127.785,100.22222222222223,77,16
226,130.508,100.22222222222223,77,14
227,128.794,100.22222222222223,84,14
228,128.508,100.22222222222223,77,14
229,126.651,100.22222222222223,77,14
230,129.508,100.22222222222223,82,14
231,130.012,100.22222222222223,83,19
232,129.756,100.22222222222223,82,15
233,127.556,100.22222222222223,79,15
234,128.822,100.22222222222223,75,15
235,127.838,100.22222222222223,79,13
236,129.622,100.22222222222223,76,15
237,129.16,100.22222222222223,79,16
238,128.785,100.22222222222223,78,16
239,130.022,100.22222222222223,79,15
240,128.889,100.22222222222223,79,15
241,126.278,100.22222222222223,82,18
242,130.928,100.22222222222223,82,17
243,127.222,100.22222222222223,83,17
244,127.972,100.22222222222223,74,16
245,129.222,100.22222222222223,77,17
246,129.422,100.22222222222223,79,15
247,127.956,100.22222222222223,76,15
248,124.535,100.22222222222223,82,16
249,128.089,100.22222222222223,80,15
250,129.422,100.22222222222223,78,15
251,124.869,100.22222222222223,83,17
252,129.66,100.22222222222223,74,16
253,129.689,100.22222222222223,78,15
254,131.689,100.22222222222223,80,15
255,129.34,100.22222222222223,82,17
256,131.556,100.22222222222223,83,18
257,129.956,100.22222222222223,80,15
258,128.068,100.22222222222223,79,13
259,128.34,100.22222222222223,85,17
260,128.458,100.22222222222223,78,17
261,132.489,100.22222222222223,77,15
262,130.222,100.22222222222223,79,15
263,128.556,100.22222222222223,81,15
264,125.634,100.22222222222223,85,17
265,129.089,100.22222222222223,82,15
266,127.299,100.22222222222223,74,13
267,130.16,100.22222222222223,80,16
268,130.064,100.22222222222223,77,19
269,130.472,100.22222222222223,77,16
270,129.156,100.22222222222223,77,15
271,127.889,100.22222222222223,80,15
272,129.117,100.22222222222223,78,19
273,129.089,100.22222222222223,77,15
274,129.156,100.22222222222223,77,15
275,132.333,100.22222222222223,74,18
276,127.597,100.22222222222223,80,16
277,128.869,100.22222222222223,80,17
278,129.222,100.22222222222223,84,15
279,129.651,100.22222222222223,80,14
280,130.987,100.22222222222223,81,17
281,129.689,100.22222222222223,75,15
282,128.634,100.22222222222223,80,17
283,128.097,100.22222222222223,79,16
284,133.489,100.22222222222223,76,15
285,130.105,100.22222222222223,83,17
286,129.046,100.22222222222223,81,17
287,129.91,100.22222222222223,78,16
288,130.433,100.22222222222223,79,19
289,132.535,100.22222222222223,80,16
290,132.556,100.22222222222223,76,15
291,130.022,100.22222222222223,81,15
292,129.097,100.22222222222223,77,16
293,129.079,100.22222222222223,80,14
294,130.222,100.22222222222223,82,15
295,131.91,100.22222222222223,76,16
296,131.294,100.22222222222223,82,14
297,127.785,100.22222222222223,78,16
298,128.972,100.22222222222223,84,16
299,128.756,100.22222222222223,77,15
300,127.972,100.22222222222223,79,16
301,131.111,100.22222222222223,80,18
302,130,100.22222222222223,84,18
303,130.167,100.22222222222223,80,18
304,126.987,100.22222222222223,81,17
305,126.833,100.22222222222223,80,18
306,130.222,100.22222222222223,81,16
307,127.869,100.22222222222223,83,17
308,129.575,100.22222222222223,83,17
309,127.105,100.22222222222223,79,17
310,130.151,100.22222222222223,83,14
311,130.458,100.22222222222223,81,17
312,127.163,100.22222222222223,80,17
313,129.956,100.22222222222223,76,15
314,130.222,100.22222222222223,79,15
315,130.838,100.22222222222223,80,13
316,130.347,100.22222222222223,84,16
317,128.222,100.22222222222223,78,16
318,130.591,100.22222222222223,83,19
319,128.597,100.22222222222223,81,16
320,129.643,100.22222222222223,83,19
321,128.472,100.22222222222223,82,16
322,126.749,100.22222222222223,89,19
323,128.422,100.22222222222223,78,15
324,130.535,100.22222222222223,80,16
325,131.399,100.22222222222223,77,17
326,128.667,100.22222222222223,77,18
327,129.959,100.22222222222223,80,19
328,130.847,100.22222222222223,87,16
329,128.869,100.22222222222223,76,17
330,130.516,100.22222222222223,78,17
331,129.111,100.22222222222223,83,18
332,130.634,100.22222222222223,79,17
333,128.81,100.22222222222223,82,17
334,131.376,100.22222222222223,77,13
335,132.167,100.22222222222223,81,18
336,128.089,100.22222222222223,80,15
337,131.928,100.22222222222223,79,17
338,131.046,100.22222222222223,82,17
339,131.607,100.22222222222223,76,13
340,126.422,100.22222222222223,81,15
341,128.956,100.22222222222223,76,15
342,128.756,100.22222222222223,79,15
343,127.906,100.22222222222223,78,19
344,128.222,100.22222222222223,81,14
345,129.163,100.22222222222223,83,17
346,128.163,100.22222222222223,81,17
347,130.572,100.22222222222223,82,20
348,125.972,100.22222222222223,78,16
349,127.752,100.22222222222223,82,17
350,128.535,100.22222222222223,78,16
351,130.172,100.22222222222223,80,20
352,130.156,100.22222222222223,79,15
353,127.151,100.22222222222223,73,14
354,128.222,100.22222222222223,79,17
355,128.489,100.22222222222223,75,15
356,129.847,100.22222222222223,76,16
357,130.089,100.22222222222223,79,15
358,131.607,100.22222222222223,77,13
359,125.53,100.22222222222223,78,13
360,127.928,100.22222222222223,80,17
361,126.81,100.22222222222223,80,17
362,130.722,100.22222222222223,75,14
363,131.064,100.22222222222223,88,19
364,130.822,100.22222222222223,79,15
365,125.972,100.22222222222223,84,16
366,129.622,100.22222222222223,83,15
367,124.889,100.22222222222223,84,18
368,127.693,100.22222222222223,83,17
369,127.611,100.22222222222223,85,18
370,127.535,100.22222222222223,84,16
371,126.399,100.22222222222223,81,17
372,128.869,100.22222222222223,79,17
373,129.089,100.22222222222223,80,15
374,128.579,100.22222222222223,84,14
375,131.458,100.22222222222223,79,17
376,128.222,100.22222222222223,75,12
377,131.089,100.22222222222223,81,15
378,129.785,100.22222222222223,81,16
379,127.928,100.22222222222223,83,17
380,131.972,100.22222222222223,78,16
381,127.079,100.22222222222223,76,14
382,127.794,100.22222222222223,79,14
383,128.756,100.22222222222223,75,15
384,128.046,100.22222222222223,76,17
385,127.889,100.22222222222223,83,18
386,132.278,100.22222222222223,84,18
387,130.222,100.22222222222223,83,18
388,129.163,100.22222222222223,82,17
389,129.156,100.22222222222223,76,15
390,127.778,100.22222222222223,80,18
391,128.833,100.22222222222223,76,18
392,128.972,100.22222222222223,77,16
393,133.035,100.22222222222223,78,16
394,127.035,100.22222222222223,77,16
395,127.444,100.22222222222223,82,18
396,128.944,100.22222222222223,82,18
397,132.847,100.22222222222223,79,16
398,129.847,100.22222222222223,83,16
399,127.097,100.22222222222223,78,16
400,133.222,100.22222222222223,79,18
401,130.117,100.22222222222223,80,19
402,127.356,100.22222222222223,78,15
403,129.597,100.22222222222223,76,16
404,128.046,100.22222222222223,76,17
405,126.634,100.22222222222223,78,17
406,132.41,100.22222222222223,77,16
407,128.285,100.22222222222223,77,16
408,130.372,100.22222222222223,81,20
409,126.622,100.22222222222223,77,15
410,126.889,100.22222222222223,79,15
411,130.689,100.22222222222223,76,15
412,129.667,100.22222222222223,85,18
413,128.289,100.22222222222223,79,15
414,129.722,100.22222222222223,86,18
415,131.327,100.22222222222223,82,19
416,127.622,100.22222222222223,77,15
417,126.38,100.22222222222223,82,19
418,128.046,100.22222222222223,84,17
419,128.66,100.22222222222223,80,16
420,129.097,100.22222222222223,78,16
421,132.222,100.22222222222223,77,15
422,127.035,100.22222222222223,79,16
423,129.281,100.22222222222223,79,17
424,128.622,100.22222222222223,76,15
425,127.607,100.22222222222223,77,13
426,127.822,100.22222222222223,82,15
427,128.66,100.22222222222223,87,16
428,129.444,100.22222222222223,83,18
429,126.722,100.22222222222223,82,18
430,129.794,100.22222222222223,76,14
431,124.865,100.22222222222223,82,14
432,128.872,100.22222222222223,82,20
433,128.38,100.22222222222223,85,19
434,131.356,100.22222222222223,83,15
435,127.822,100.22222222222223,76,15
436,129.81,100.22222222222223,83,17
437,133.752,100.22222222222223,80,17
438,129.597,100.22222222222223,81,16
439,130.035,100.22222222222223,80,16
440,127.622,100.22222222222223,75,15
441,127.167,100.22222222222223,83,18
442,130,100.22222222222223,81,18
443,130.693,100.22222222222223,81,17
444,130.285,100.22222222222223,84,16
445,131.535,100.22222222222223,79,16
446,129.956,100.22222222222223,85,15
447,126.222,100.22222222222223,80,19
448,132.778,100.22222222222223,79,18
449,126.972,100.22222222222223,81,16
450,125.987,100.22222222222223,85,17
451,127.889,100.22222222222223,78,15
452,127.944,100.22222222222223,82,18
453,128.163,100.22222222222223,79,17
454,129.778,100.22222222222223,78,18
455,127.16,100.22222222222223,77,16
456,129.097,100.22222222222223,81,16
457,129.889,100.22222222222223,77,15
458,128.928,100.22222222222223,77,17
459,130.156,100.22222222222223,80,15
460,129.38,100.22222222222223,78,19
461,132.41,100.22222222222223,82,16
462,128.347,100.22222222222223,78,16
463,130.356,100.22222222222223,79,15
464,130.41,100.22222222222223,81,16
465,130.289,100.22222222222223,76,15
466,130.538,100.22222222222223,78,19
467,128.222,100.22222222222223,80,18
468,130.778,100.22222222222223,87,18
469,130.689,100.22222222222223,81,15
470,129.756,100.22222222222223,79,15
471,125.667,100.22222222222223,79,18
472,129.91,100.22222222222223,82,16
473,125.847,100.22222222222223,79,16
474,127.575,100.22222222222223,76,17
475,128.847,100.22222222222223,78,16
476,128.222,100.22222222222223,76,17
477,131.294,100.22222222222223,79,14
478,128.869,100.22222222222223,82,17
479,126.472,100.22222222222223,78,16
480,128.222,100.22222222222223,78,16
481,131.056,100.22222222222223,82,18
482,130.278,100.22222222222223,80,18
483,126.889,100.22222222222223,77,15
484,126.987,100.22222222222223,84,17
485,129.079,100.22222222222223,79,14
486,129.556,100.22222222222223,77,15
487,132.333,100.22222222222223,81,18
488,131.38,100.22222222222223,80,19
489,128.972,100.22222222222223,80,16
490,130.079,100.22222222222223,77,14
491,130.222,100.22222222222223,81,17
492,128.275,100.22222222222223,84,19
493,128.046,100.22222222222223,79,17
494,128.472,100.22222222222223,80,16
495,130.281,100.22222222222223,77,17
496,131.444,100.22222222222223,83,18
497,129.972,100.22222222222223,76,16
498,130.489,100.22222222222223,77,15
499,130.105,100.22222222222223,88,17
500,127.972,100.22222222222223,81,16
501,129.889,100.22222222222223,77,18
502,130.156,100.22222222222223,73,15
503,126.472,100.22222222222223,76,16
504,127.356,100.22222222222223,82,15
505,128.16,100.22222222222223,80,16
506,128.91,100.22222222222223,83,16
507,130.444,100.22222222222223,84,18
508,132.046,100.22222222222223,81,17
509,130.145,100.22222222222223,80,13
510,127.752,100.22222222222223,81,17
511,128.972,100.22222222222223,79,16
512,130.689,100.22222222222223,79,15
513,131.749,100.22222222222223,86,19
514,129.833,100.22222222222223,82,18
515,129.422,100.22222222222223,78,15
516,127.794,100.22222222222223,84,14
517,126.365,100.22222222222223,75,14
518,129.722,100.22222222222223,83,18
519,129.097,100.22222222222223,78,16
520,124.972,100.22222222222223,80,16
521,129.422,100.22222222222223,79,15
522,128.035,100.22222222222223,83,16
523,128.838,100.22222222222223,73,13
524,128.91,100.22222222222223,76,16
525,130.865,100.22222222222223,77,14
526,126.689,100.22222222222223,79,15
527,130.865,100.22222222222223,75,14
528,128.847,100.22222222222223,79,16
529,129.833,100.22222222222223,83,18
530,131.822,100.22222222222223,81,15
531,129.105,100.22222222222223,80,17
532,130.579,100.22222222222223,76,14
533,126.944,100.22222222222223,78,18
534,130.035,100.22222222222223,75,16
535,131.437,100.22222222222223,81,14
536,128.987,100.22222222222223,78,17
537,130.156,100.22222222222223,83,15
538,129.437,100.22222222222223,78,14
539,128.222,100.22222222222223,80,14
540,127.281,100.22222222222223,79,17
541,129.046,100.22222222222223,80,17
542,129.035,100.22222222222223,86,16
543,128.928,100.22222222222223,81,17
544,127.944,100.22222222222223,83,18
545,130.444,100.22222222222223,84,18
546,126.785,100.22222222222223,84,16
547,130.752,100.22222222222223,80,17
548,129.472,100.22222222222223,79,16
549,128.222,100.22222222222223,82,16
550,131.458,100.22222222222223,77,17
551,129.928,100.22222222222223,85,17
552,126.956,100.22222222222223,86,15
553,129.046,100.22222222222223,81,17
554,127.956,100.22222222222223,76,15
555,125.889,100.22222222222223,79,15
556,126.222,100.22222222222223,77,15
557,128.944,100.22222222222223,84,18
558,127.889,100.22222222222223,86,18
559,130.285,100.22222222222223,75,16
560,129.222,100.22222222222223,87,14
561,130.022,100.22222222222223,78,15
562,129.928,100.22222222222223,83,17
563,132.035,100.22222222222223,76,16
564,128.522,100.22222222222223,84,20
565,129.722,100.22222222222223,79,16
566,132.556,100.22222222222223,82,18
567,128.046,100.22222222222223,83,17
568,129.145,100.22222222222223,73,13
569,128.399,100.22222222222223,80,17
570,128.347,100.22222222222223,81,16
571,129.34,100.22222222222223,79,17
572,128.222,100.22222222222223,84,18
573,127.508,100.22222222222223,79,14
574,129.847,100.22222222222223,83,16
575,128.57,100.22222222222223,85,23
576,128.289,100.22222222222223,76,15
577,126.622,100.22222222222223,75,15
578,126.756,100.22222222222223,72,15
579,128.105,100.22222222222223,80,17
580,129.347,100.22222222222223,77,16
581,130.34,100.22222222222223,81,17
582,129.752,100.22222222222223,83,17
583,128.847,100.22222222222223,84,16
584,132.022,100.22222222222223,82,15
585,129.333,100.22222222222223,85,18
586,131.928,100.22222222222223,81,17
587,131.785,100.22222222222223,81,16
588,134.16,100.22222222222223,86,16
589,128.097,100.22222222222223,82,16
590,131.778,100.22222222222223,84,18
591,127.822,100.22222222222223,79,15
592,129.66,100.22222222222223,84,16
593,130.956,100.22222222222223,78,15
594,129.327,100.22222222222223,81,19
595,128.722,100.22222222222223,80,18
596,130.022,100.22222222222223,79,15
597,129.66,100.22222222222223,81,16
598,127.072,100.22222222222223,80,20
599,132.222,100.22222222222223,77,14
600,129.008,100.22222222222223,77,14
601,129.869,100.22222222222223,80,17
602,126.651,100.22222222222223,78,14
603,128.778,100.22222222222223,80,18
604,129.889,100.22222222222223,81,15
605,131.575,100.22222222222223,80,17
606,131.556,100.22222222222223,77,18
607,131.865,100.22222222222223,76,14
608,129.822,100.22222222222223,78,15
609,126.66,100.22222222222223,83,16
610,129.535,100.22222222222223,81,16
611,131.756,100.22222222222223,76,15
612,128.079,100.22222222222223,83,14
613,128.667,100.22222222222223,83,18
614,128.944,100.22222222222223,80,18
615,127.722,100.22222222222223,83,16
616,125.278,100.22222222222223,81,18
617,129.889,100.22222222222223,88,18
618,130.356,100.22222222222223,80,15
619,130.035,100.22222222222223,81,16
620,129.928,100.22222222222223,77,17
621,129.458,100.22222222222223,80,17
622,129.222,100.22222222222223,83,20
623,128.556,100.22222222222223,78,15
624,126.5,100.22222222222223,79,18
625,125.689,100.22222222222223,83,15
626,131.222,100.22222222222223,77,14
627,130.222,100.22222222222223,79,21
628,124.458,100.22222222222223,83,17
629,129.347,100.22222222222223,82,16
630,128.622,100.22222222222223,77,15
631,128.889,100.22222222222223,81,15
632,131.056,100.22222222222223,81,18
633,133.097,100.22222222222223,82,16
634,128.472,100.22222222222223,74,16
635,128.156,100.22222222222223,77,15
636,129.285,100.22222222222223,81,16
637,129.575,100.22222222222223,83,17
638,130.869,100.22222222222223,79,17
639,128.53,100.22222222222223,77,13
640,128.722,100.22222222222223,77,16
641,125.285,100.22222222222223,80,16
642,132.046,100.22222222222223,81,17
643,127.937,100.22222222222223,78,14
644,127.145,100.22222222222223,79,13
645,127.722,100.22222222222223,79,14
646,131.922,100.22222222222223,79,20
647,130.611,100.22222222222223,85,18
648,127.854,100.22222222222223,84,19
649,131.289,100.22222222222223,77,15
650,130.516,100.22222222222223,80,17
651,125.575,100.22222222222223,83,17
652,131.854,100.22222222222223,83,19
653,130.611,100.22222222222223,80,18
654,127.347,100.22222222222223,80,16
655,131.822,100.22222222222223,81,15
656,129.854,100.22222222222223,79,19
657,128.089,100.22222222222223,79,15
658,128.289,100.22222222222223,79,15
659,132.222,100.22222222222223,83,17
660,129.556,100.22222222222223,75,15
661,126.285,100.22222222222223,84,16
662,125.889,100.22222222222223,80,18
663,129.163,100.22222222222223,79,17
664,131.422,100.22222222222223,83,15
665,128.634,100.22222222222223,82,17
666,133.689,100.22222222222223,77,15
667,128.722,100.22222222222223,73,14
668,129.91,100.22222222222223,79,16
669,130.389,100.22222222222223,81,18
670,128.556,100.22222222222223,78,15
671,124.145,100.22222222222223,75,13
672,133.222,100.22222222222223,83,16
673,130.422,100.22222222222223,77,15
674,131.008,100.22222222222223,78,14
675,127.556,100.22222222222223,81,15
676,128.752,100.22222222222223,79,17
677,128.722,100.22222222222223,77,16
678,132.056,100.22222222222223,80,18
679,127.289,100.22222222222223,83,15
680,128.972,100.22222222222223,80,16
681,127.634,100.22222222222223,82,17
682,127.458,100.22222222222223,76,17
683,126.91,100.22222222222223,79,16
684,130.079,100.22222222222223,79,14
685,126.289,100.22222222222223,78,15
686,130.756,100.22222222222223,76,15
687,123.889,100.22222222222223,79,15
688,128.722,100.22222222222223,80,14
689,133.41,100.22222222222223,81,16
690,128.575,100.22222222222223,81,17
691,124.622,100.22222222222223,79,15
692,128.722,100.22222222222223,80,16
693,130.222,100.22222222222223,78,13
694,128.956,100.22222222222223,81,15
695,129.117,100.22222222222223,81,19
696,129.472,100.22222222222223,81,20
697,129.281,100.22222222222223,81,17
698,130.097,100.22222222222223,74,16
699,130.222,100.22222222222223,80,16
700,132.516,100.22222222222223,79,17
701,129.611,100.22222222222223,83,18
702,129.722,100.22222222222223,84,14
703,130.156,100.22222222222223,79,15
704,129.356,100.22222222222223,79,15
705,128.376,100.22222222222223,74,13
706,129.854,100.22222222222223,84,19
707,128.5,100.22222222222223,83,18
708,126.778,100.22222222222223,79,18
709,132.022,100.22222222222223,81,15
710,127.778,100.22222222222223,80,18
711,129.622,100.22222222222223,81,15
712,131.693,100.22222222222223,83,17
713,131.752,100.22222222222223,79,17
714,129.575,100.22222222222223,81,17
715,130.089,100.22222222222223,79,15
716,130.508,100.22222222222223,77,14
717,124.667,100.22222222222223,82,18
718,130.022,100.22222222222223,81,15
719,128.5,100.22222222222223,82,18
720,130.579,100.22222222222223,74,14
721,127.822,100.22222222222223,83,20
722,130.089,100.22222222222223,80,15
723,124.399,100.22222222222223,82,17
724,128.022,100.22222222222223,79,15
725,130.847,100.22222222222223,84,16
726,127.489,100.22222222222223,75,15
727,129.281,100.22222222222223,79,17
728,128.847,100.22222222222223,84,16
729,129.508,100.22222222222223,79,14
730,127.693,100.22222222222223,79,17
731,129.822,100.22222222222223,89,20
732,127.097,100.22222222222223,80,16
733,129.022,100.22222222222223,79,15
734,127.089,100.22222222222223,88,15
735,130.833,100.22222222222223,81,18
736,127.072,100.22222222222223,84,20
737,126.722,100.22222222222223,79,18
738,129.847,100.22222222222223,82,16
739,130.356,100.22222222222223,83,15
740,129.472,100.22222222222223,81,16
741,129.222,100.22222222222223,80,14
742,130.163,100.22222222222223,86,17
743,127.778,100.22222222222223,78,18
744,129.035,100.22222222222223,77,16
745,131.535,100.22222222222223,81,16
746,128.889,100.22222222222223,82,18
747,126.458,100.22222222222223,81,17
748,130.869,100.22222222222223,84,17
749,128.785,100.22222222222223,80,16
750,129.281,100.22222222222223,81,17
751,129.156,100.22222222222223,75,15
752,127.722,100.22222222222223,82,16
753,129.097,100.22222222222223,74,16
754,128.289,100.22222222222223,77,15
755,125.433,100.22222222222223,82,19
756,130.458,100.22222222222223,80,17
757,130.611,100.22222222222223,76,18
758,130.66,100.22222222222223,81,16
759,129.222,100.22222222222223,77,16
760,131.089,100.22222222222223,78,15
761,130.064,100.22222222222223,78,19
762,128.611,100.22222222222223,78,18
763,130.556,100.22222222222223,76,18
764,130.285,100.22222222222223,79,16
765,128.41,100.22222222222223,80,16
766,130.281,100.22222222222223,80,17
767,129.508,100.22222222222223,81,14
768,131.281,100.22222222222223,80,17
