Vehicle_ID,Frame_ID,Tot_Frames,Epoch_ms,Local_X,Local_Y,Global_X,Global_Y,Veh_Len,Veh_Wid,Veh_Class,Veh_Velocity,Vehicle_Acc,Lane_ID,Org_Zone,Dest_Zone,Intersection,Section,Direction,Movement,Preceding_Veh,Following_Veh,Spacing,Headway
701,4222,315,1163452500,-25.134,707.7080000000001,2230555.611,1376241.551,16.1,6.7,2,18.38,0.0,0,122,201,2,0,4,3,0,0,0.0,0.0
703,4221,1523,1163452400,12.95,45.06100000000001,2230521.266,1375577.71,16.0,7.0,2,15.78,0.0,1,101,214,0,1,2,1,671,0,78.77,4.99
705,4229,1097,1163453200,-6.375,1586.8329999999999,2230827.858,1377047.775,15.8,6.8,2,16.73,-6.36,0,123,201,4,0,4,3,0,0,0.0,0.0
707,4279,47,1163458200,3.639,2046.8339999999998,2230797.05,1377506.1330000001,17.0,6.5,2,17.34,5.43,0,115,214,5,0,2,2,0,0,0.0,0.0
710,4268,203,1163457100,-27.357,703.168,2230552.591,1376237.497,14.9,7.0,2,17.97,-1.0,0,122,202,2,0,4,3,0,0,0.0,0.0
711,4300,36,1163460300,-7.305,2051.835,2230785.476,1377509.358,14.0,6.5,2,14.1,-1.34,0,115,214,5,0,2,2,0,0,0.0,0.0
717,4337,32,1163464000,-4.042,2052.647,2230788.577,1377510.66,14.1,6.6,2,16.9,-1.02,0,115,214,5,0,2,2,0,0,0.0,0.0
723,4391,1365,1163469400,13.205,226.101,2230544.364,1375755.8059999999,17.0,7.4,2,14.51,0.0,0,102,214,1,0,2,3,0,0,0.0,0.0
724,4407,18,1163471000,-2.926,2058.27,2230788.819,1377516.388,18.6,6.7,2,26.02,-1.31,0,115,214,5,0,2,2,0,0,0.0,0.0
725,4415,735,1163471800,-18.741,1186.072,2230790.4930000002,1376659.201,15.0,6.8,2,20.54,0.0,2,121,202,3,0,4,3,0,0,0.0,0.0
727,4456,950,1163475900,-19.546,1178.911,2230787.078,1376653.139,17.6,6.5,2,11.58,-4.02,0,121,223,3,0,4,3,0,0,0.0,0.0
728,4488,1056,1163479100,18.723,1660.35,2230851.602,1377122.0869999998,14.4,7.4,2,16.08,-0.95,1,112,215,0,5,2,1,597,619,254.35,15.82
732,4496,570,1163479900,-14.6,1991.983,2230787.425,1377449.095,15.2,6.6,2,17.55,-1.75,0,115,206,5,0,4,3,0,0,0.0,0.0
733,4491,39,1163479400,3.0639999999999996,2062.659,2230794.067,1377521.6409999998,15.3,6.8,2,19.45,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
737,4527,41,1163483000,13.390999999999998,2051.4410000000003,2230805.989,1377512.136,28.5,7.8,3,17.04,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
738,4568,73,1163487100,9.497,2050.732,2230802.249,1377510.8390000002,17.5,6.9,2,21.21,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
739,4583,33,1163488600,9.11,2054.994,2230801.215,1377514.9919999999,13.4,6.7,2,23.51,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
740,4592,934,1163489500,-9.039,2058.981,2230782.669,1377516.155,16.5,6.5,2,40.78,0.0,1,114,201,5,0,4,1,732,0,391.66,9.6
743,4606,544,1163490900,-19.589000000000002,2057.263,2230772.506,1377512.843,15.3,6.6,2,23.65,0.0,2,114,222,5,0,4,1,686,0,1557.9,65.87
746,4609,1223,1163491200,15.748,61.695,2230525.401,1375594.063,15.0,7.0,2,18.86,0.0,1,101,214,0,1,2,1,703,0,1113.8,59.06
747,4623,180,1163492600,-8.841000000000001,2047.7220000000002,2230784.588,1377505.0590000001,16.6,6.5,2,35.27,0.0,2,115,212,5,0,4,3,0,0,0.0,0.0
749,4631,1126,1163493400,-13.085999999999999,199.447,2230513.8019999997,1375734.1809999999,15.2,7.1,2,20.35,0.0,0,123,214,1,0,2,2,0,0,0.0,0.0
755,4648,185,1163495100,-9.25,2058.361,2230782.556,1377515.51,16.8,7.0,2,40.64,0.0,1,114,212,5,0,4,1,747,0,105.98,2.61
758,4654,1119,1163495700,-9.651,202.355,2230517.695,1375736.4409999999,15.9,7.1,2,27.96,0.0,0,123,214,1,0,2,2,0,0,0.0,0.0
759,4653,913,1163495600,-20.502,2060.5389999999998,2230771.103,1377515.9409999999,14.6,6.5,2,33.51,0.0,2,114,201,5,0,4,1,743,0,146.88,4.38
760,4683,889,1163498600,-10.182,2063.013,2230780.923,1377519.965,15.5,7.0,2,34.65,0.0,1,114,201,5,0,4,1,755,0,143.73,4.15
763,4708,881,1163501100,-12.564,2058.076,2230779.324,1377514.721,15.0,6.5,2,36.79,0.0,1,114,201,5,0,4,1,760,0,81.67,2.22
766,4710,31,1163501300,-2.948,2062.319,2230788.1780000003,1377520.386,17.0,6.5,2,20.58,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
771,4730,608,1163503300,-28.281999999999996,706.928,2230552.373,1376241.3630000001,15.0,7.0,2,14.01,-2.11,0,122,201,2,0,4,3,0,0,0.0,0.0
773,4724,847,1163502700,-9.513,2057.842,2230782.375,1377514.957,17.3,7.5,2,37.55,0.0,1,114,201,5,0,4,1,760,0,133.53,3.56
779,4730,37,1163503300,1.8430000000000002,2054.439,2230794.1180000002,1377513.331,13.5,6.7,2,19.3,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
786,4748,1511,1163505100,-8.207,2052.7070000000003,2230784.451,1377510.082,14.9,6.7,2,37.15,0.0,1,114,201,5,0,4,1,773,0,84.92,2.29
787,4756,803,1163505900,14.142999999999999,64.12899999999999,2230523.999,1375596.619,16.5,7.0,2,13.44,0.0,1,101,222,0,1,2,1,746,0,62.08,4.62
792,4766,50,1163506900,-1.4080000000000001,2063.779,2230789.476,1377522.064,15.5,6.5,2,18.96,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
794,4775,1494,1163507800,-22.704,2062.349,2230768.65,1377517.392,15.0,7.0,2,29.55,0.0,2,114,223,5,0,4,1,743,0,608.88,20.61
799,4798,127,1163510100,-2.658,2063.813,2230788.236,1377521.906,16.0,7.0,2,6.97,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
801,4806,107,1163510900,25.581,1653.432,2230858.7430000002,1377115.465,16.1,7.5,2,19.64,0.0,2,112,214,0,5,2,1,0,723,0.0,0.0
805,4805,1514,1163510800,-22.075,2057.83,2230769.963,1377513.023,16.0,6.5,2,27.9,0.0,2,114,201,5,0,4,1,794,0,84.3,3.02
807,4805,374,1163510800,-27.22,711.48,2230554.254,1376245.642,17.2,6.8,2,20.26,0.0,2,122,202,2,0,4,3,0,0,0.0,0.0
813,4826,1503,1163512900,-20.839000000000002,2057.297,2230771.266,1377512.685,15.5,7.0,2,32.21,0.0,2,114,201,5,0,4,1,794,0,143.35,4.45
815,4841,506,1163514400,-24.741999999999997,701.357,2230554.829,1376235.236,15.9,6.7,2,16.44,-1.51,0,122,201,2,0,4,3,0,0,0.0,0.0
816,4835,113,1163513800,-2.3609999999999998,2065.555,2230788.2630000003,1377523.6730000002,14.1,6.5,2,2.09,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
826,4859,983,1163516200,22.881,70.50399999999999,2230533.224,1375602.2659999998,16.0,7.0,2,21.98,0.0,2,101,214,0,1,2,1,758,0,994.67,45.25
831,4885,1366,1163518800,-18.602999999999998,2056.737,2230773.5609999998,1377512.4740000002,17.5,6.5,2,36.82,0.0,2,114,201,5,0,4,1,813,0,188.67,5.12
832,4916,293,1163521900,-19.688,694.17,2230558.475,1376227.243,16.5,6.5,2,18.72,-1.49,0,122,202,2,0,4,3,0,0,0.0,0.0
834,4916,723,1163521900,11.798,233.65,2230544.304,1375763.583,17.2,7.4,2,15.87,-12.27,0,102,220,1,0,2,3,0,0,0.0,0.0
837,4937,46,1163524000,-1.442,2062.529,2230789.634,1377520.824,17.0,6.7,2,12.72,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
839,4950,17,1163525300,-19.71,130.753,2230495.651,1375665.7659999998,17.2,6.7,2,17.63,0.0,2,101,201,0,1,4,1,0,567,0.0,0.0
841,4966,43,1163526900,1.004,2060.4629999999997,2230792.367,1377519.156,13.9,7.0,2,18.08,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
842,4966,1276,1163526900,-10.679,2053.774,2230781.845,1377510.7580000001,16.5,6.5,2,48.35,0.0,1,114,201,5,0,4,1,763,0,700.13,14.48
846,4988,872,1163529100,23.965,68.548,2230534.1459999997,1375600.229,16.5,7.0,2,17.72,0.0,2,101,214,0,1,2,1,826,0,67.61,3.82
847,4991,30,1163529400,1.43,2057.7,2230793.211,1377516.491,14.8,6.6,2,23.01,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
850,5021,24,1163532400,-20.651999999999997,131.191,2230494.748,1375666.2780000002,15.4,6.8,2,21.09,0.0,2,123,201,0,1,4,1,0,567,0.0,0.0
851,5034,380,1163533700,-25.208000000000002,705.7130000000001,2230555.171,1376239.604,16.5,7.0,2,10.01,-1.72,0,122,201,2,0,4,3,0,0,0.0,0.0
860,5060,784,1163536300,24.392,82.07799999999999,2230535.667,1375613.68,15.5,7.0,2,2.0,0.0,2,101,214,0,1,2,1,846,0,30.91,15.45
862,5060,1631,1163536300,14.134,76.138,2230524.962,1375608.59,15.5,7.0,2,0.0,0.0,1,101,214,0,1,2,1,787,0,30.92,9999.99
867,5072,28,1163537500,-7.292000000000001,2054.749,2230785.043,1377512.24,16.4,6.7,2,20.87,-1.52,0,115,214,5,0,2,2,0,0,0.0,0.0
868,5073,361,1163537600,-25.849,703.485,2230554.1319999998,1376237.532,16.5,7.0,2,16.03,-2.74,0,122,201,2,0,4,3,0,0,0.0,0.0
870,5078,723,1163538100,17.590999999999998,1384.3120000000001,2230855.312,1376846.759,15.4,7.4,2,12.06,-2.44,2,111,214,0,4,2,1,758,826,127.01,10.53
872,5084,30,1163538700,2.531,141.477,2230519.001,1375674.37,15.0,7.0,2,19.73,0.0,9999,123,223,1,0,2,2,0,0,0.0,0.0
875,5084,54,1163538700,4.91,81.252,2230516.182,1375614.4340000001,18.0,7.0,2,22.86,0.0,11,101,223,0,1,2,1,0,0,0.0,0.0
878,5114,684,1163541700,6.466,1570.3020000000001,2230840.704,1377031.28,15.5,7.0,2,16.37,0.12,11,120,214,0,4,2,1,0,0,0.0,0.0
881,5109,3,1163541200,3.562,101.214,2230516.455,1375634.439,18.5,7.0,2,0.0,0.0,11,101,201,0,1,2,1,875,0,36.15,9999.99
884,5158,698,1163546100,4.0169999999999995,766.914,2230595.148,1376294.385,16.5,7.0,2,19.1,-1.07,0,122,214,2,0,2,2,0,0,0.0,0.0
885,5125,29,1163542800,-4.467,2050.174,2230788.535,1377508.1509999998,17.2,6.9,2,16.82,-0.72,0,115,214,5,0,2,2,0,0,0.0,0.0
886,5129,31,1163543200,1.266,143.321,2230518.079,1375676.407,16.0,7.0,2,20.1,0.0,9999,123,223,1,0,2,2,0,0,0.0,0.0
890,5154,378,1163545700,-20.508000000000003,698.0369999999999,2230558.38,1376231.195,16.0,7.0,2,15.23,-1.3,0,122,202,2,0,4,3,0,0,0.0,0.0
891,5146,30,1163544900,-7.148,2051.972,2230785.61,1377509.5180000002,17.0,7.0,2,18.9,-0.87,0,115,214,5,0,2,2,0,0,0.0,0.0
892,5157,676,1163546000,7.409,1387.3229999999999,2230844.867,1376849.201,15.0,7.0,2,13.72,-3.14,1,111,214,0,4,2,1,870,834,187.03,13.63
893,5155,23,1163545800,1.6780000000000002,140.349,2230517.963,1375673.409,15.0,7.0,2,28.22,0.0,9999,123,223,1,0,2,2,0,0,0.0,0.0
894,5173,20,1163547600,-1.869,2061.687,2230789.341,1377519.926,21.1,6.8,2,18.35,0.0,0,114,214,5,0,2,2,0,0,0.0,0.0
897,5177,406,1163548000,-20.861,1180.889,2230786.5330000003,1376655.241,16.4,7.0,2,16.09,1.95,0,121,202,3,0,4,3,0,0,0.0,0.0
901,5237,7,1163554000,20.932,2076.185,2230809.655,1377537.7419999999,15.2,7.2,2,0.0,0.0,11,114,214,5,0,2,2,0,0,0.0,0.0
903,5248,1464,1163555100,12.793,60.568000000000005,2230522.365,1375593.179,14.5,7.0,2,12.7,0.0,1,101,214,0,1,2,1,862,0,26.41,2.08
906,5284,216,1163558700,-14.265999999999998,1986.648,2230788.5730000003,1377443.8630000001,16.4,7.0,2,19.6,-0.97,2,115,206,0,5,4,1,813,0,1091.92,55.71
908,5285,12,1163558800,20.449,2079.524,2230808.6780000003,1377540.9009999998,13.8,7.4,2,23.75,-11.21,0,113,214,5,0,2,3,0,0,0.0,0.0
909,5281,1386,1163558400,15.470999999999998,56.428000000000004,2230524.699,1375588.836,16.6,7.0,2,21.81,0.0,1,101,214,0,1,2,1,903,0,53.38,2.45
912,5297,432,1163560000,-23.022,1180.724,2230784.476,1376655.925,15.0,7.0,2,14.98,5.34,0,121,203,3,0,4,3,0,0,0.0,0.0
917,5312,19,1163561500,24.173000000000002,2070.422,2230813.74,1377532.543,18.4,7.4,2,23.2,-2.36,0,113,214,5,0,2,3,0,0,0.0,0.0
919,5326,1406,1163562900,12.478,91.58200000000001,2230524.562,1375624.1169999999,15.0,7.0,2,28.35,0.0,1,101,214,0,1,2,1,903,0,152.74,5.39
925,5350,1323,1163565300,12.805,72.078,2230523.309,1375604.6509999998,16.5,7.0,2,29.02,0.0,1,101,214,0,1,2,1,909,0,170.85,5.89
932,5378,1373,1163568100,12.859000000000002,70.83,2230523.261,1375603.4019999998,15.6,7.0,2,31.02,0.0,1,101,214,0,1,2,1,919,0,182.2,5.87
933,5414,52,1163571700,6.5360000000000005,78.318,2230517.565,1375611.378,17.5,7.0,2,26.55,0.0,11,101,223,0,1,2,1,0,0,0.0,0.0
939,5435,10,1163573800,17.287,2082.3320000000003,2230805.1119999997,1377543.259,18.1,7.1,2,23.87,0.0,0,114,214,5,0,2,2,0,0,0.0,0.0
942,5447,68,1163575000,11.91,2040.146,2230806.192,1377501.005,17.3,6.7,2,37.18,-11.22,0,115,214,5,0,2,2,0,0,0.0,0.0
945,5440,1332,1163574300,12.17,87.065,2230523.889,1375619.64,15.5,7.0,2,36.31,0.0,1,101,214,0,1,2,1,932,0,194.56,5.36
946,5454,585,1163575700,2.76,1569.39,2230837.0,1377030.365,16.3,7.1,2,23.33,0.0,11,120,215,0,4,2,1,0,0,0.0,0.0
947,5464,138,1163576700,7.18,51.321999999999996,2230516.0209999997,1375584.418,17.5,7.0,2,25.92,0.0,11,101,223,0,1,2,1,0,0,0.0,0.0
948,5494,13,1163579700,22.281999999999996,2070.715,2230811.826,1377532.543,14.8,7.1,2,21.2,-0.67,0,113,214,5,0,2,3,0,0,0.0,0.0
949,5502,35,1163580500,3.423,2057.397,2230795.227,1377516.496,17.1,6.7,2,20.89,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
951,5522,1276,1163582500,14.447000000000001,104.178,2230527.544,1375636.5119999999,16.0,7.0,2,38.78,0.0,1,101,214,0,1,2,1,945,0,271.53,7.0
952,5517,37,1163582000,0.545,2061.976,2230791.682,1377520.581,15.5,6.7,2,20.09,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
954,5554,785,1163585700,-27.881999999999998,708.3439999999999,2230553.027,1376242.6809999999,15.7,7.0,2,9.86,-1.0,0,122,223,2,0,4,3,0,0,0.0,0.0
955,5544,52,1163584700,-0.42100000000000004,2063.252,2230790.5319999997,1377521.6940000001,17.8,6.6,2,26.45,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
956,5562,44,1163586500,6.556,2062.315,2230797.57,1377521.836,17.5,6.7,2,14.57,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
957,5569,16,1163587200,20.367,2079.439,2230808.599,1377540.871,16.3,7.1,2,16.58,-0.11,0,113,214,5,0,2,3,0,0,0.0,0.0
958,5570,1214,1163587300,23.343000000000004,106.807,2230536.624,1375638.4119999998,17.1,7.0,2,6.78,0.0,2,101,214,0,1,2,1,846,0,1166.07,0.0
959,5577,126,1163588000,1.9969999999999999,2060.187,2230793.391,1377519.035,15.7,6.8,2,9.33,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
960,5597,460,1163590000,-10.602,1523.6979999999999,2230823.6380000003,1376984.7219999998,15.6,6.5,2,15.32,-0.52,2,120,206,0,4,4,1,954,961,902.14,58.89
961,5597,959,1163590000,-22.149,2064.101,2230768.93,1377519.209,15.0,7.0,2,19.43,0.0,2,114,201,5,0,4,1,960,0,540.4,27.81
962,5607,941,1163591000,-8.91,2054.476,2230783.486,1377511.7230000002,16.0,7.0,2,33.03,0.0,1,114,202,5,0,4,1,960,0,544.88,16.5
964,5626,145,1163592900,-8.693999999999999,2053.22,2230783.892,1377510.515,16.6,6.5,2,34.1,0.0,1,114,212,5,0,4,1,960,0,592.94,17.39
966,5647,955,1163595000,-10.252,2057.827,2230781.647,1377514.8290000001,15.3,7.0,2,35.04,0.0,1,114,202,5,0,4,1,964,0,76.24,2.18
968,5663,225,1163596600,0.40299999999999997,219.47799999999998,2230530.606,1375751.5790000001,16.8,7.0,2,24.22,4.59,0,123,203,1,0,2,2,0,0,0.0,0.0
970,5677,1095,1163598000,3.4139999999999997,218.8,2230533.424,1375750.226,17.1,7.0,2,22.43,10.02,0,123,214,1,0,2,2,0,0,0.0,0.0
972,5670,687,1163597300,-20.373,2053.618,2230772.289,1377509.121,15.8,7.0,2,32.31,0.0,2,115,222,5,0,4,3,0,0,0.0,0.0
973,5662,211,1163596500,12.394,1229.752,2230836.1,1376687.437,16.5,7.5,2,15.09,0.0,1,111,220,3,0,2,3,0,0,0.0,0.0
975,5691,1143,1163599400,-9.868,205.463,2230518.027,1375739.539,14.8,7.0,2,15.47,-0.49,0,123,214,1,0,2,2,0,0,0.0,0.0
976,5683,885,1163598600,-10.997,2050.7039999999997,2230782.001,1377507.676,16.1,7.0,2,43.78,0.0,1,114,201,5,0,4,1,966,0,115.44,2.64
977,5693,802,1163599600,6.186,1236.9460000000001,2230833.1769999997,1376696.855,15.4,7.4,2,19.39,-11.34,1,111,215,3,0,2,3,0,0,0.0,0.0
978,5693,1594,1163599600,-20.844,2056.449,2230771.391,1377511.846,15.1,7.0,2,27.87,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
979,5706,1562,1163600900,-12.578,2064.3920000000003,2230778.344,1377520.961,15.3,7.0,2,41.95,0.0,1,114,201,5,0,4,1,976,0,111.53,2.66
980,5651,1159,1163595400,14.48,67.639,2230524.619,1375600.09,17.0,7.0,2,9.03,0.0,1,101,214,0,1,2,1,951,0,509.15,56.38
982,5722,422,1163602500,11.769,1228.234,2230834.937,1376686.279,14.3,7.5,2,15.5,0.0,0,111,220,3,0,2,3,0,0,0.0,0.0
983,5724,142,1163602700,-9.706,2052.7470000000003,2230782.964,1377509.892,15.6,6.5,2,37.43,0.0,1,114,212,5,0,4,1,976,0,176.82,4.72
984,5724,2008,1163602700,14.113,76.638,2230524.982,1375609.09,17.0,7.0,2,7.51,0.0,1,101,214,0,1,2,1,980,0,56.94,7.58
985,5730,145,1163603300,-11.923,2054.0570000000002,2230780.5730000003,1377510.8480000002,15.5,7.0,2,36.99,0.0,1,114,212,5,0,4,1,979,0,90.0,2.43
989,5736,2,1163603900,2.7119999999999997,97.67399999999999,2230515.321,1375630.98,17.0,7.0,2,0.0,0.0,11,101,201,0,1,2,1,0,0,0.0,0.0
997,5797,725,1163610000,-15.448,1179.427,2230790.992,1376651.8769999999,17.5,6.5,2,6.62,1.8,0,121,222,3,0,4,3,0,0,0.0,0.0
999,5762,807,1163606500,-10.382,2055.516,2230781.872,1377512.525,15.5,7.0,2,39.55,0.0,1,114,201,5,0,4,1,985,0,115.96,2.93
1005,5789,410,1163609200,-9.314,2048.736,2230783.965,1377505.9880000001,16.1,6.5,2,38.67,0.0,1,114,206,5,0,4,1,999,0,96.88,2.51
1007,5789,796,1163609200,-21.629,2055.817,2230770.712,1377511.102,15.7,6.6,2,37.21,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1009,5807,1525,1163611000,-13.165999999999999,2062.672,2230778.026,1377519.1709999999,16.6,7.0,2,37.94,0.0,1,114,201,5,0,4,1,1005,0,83.51,2.2
1013,5835,705,1163613800,13.809000000000001,1667.6970000000001,2230846.387,1377129.226,16.1,7.3,2,24.61,-1.19,1,112,215,0,5,2,1,0,862,0.0,0.0
1018,5825,153,1163612800,-10.725999999999999,2057.705,2230781.1969999997,1377514.636,14.9,7.0,2,39.66,0.0,1,114,212,5,0,4,1,1005,0,144.37,3.64
1020,5825,1450,1163612800,-23.71,2061.549,2230767.778,1377516.448,16.1,7.0,2,36.99,0.0,2,114,201,5,0,4,1,1007,0,136.64,3.69
1026,5865,688,1163616800,19.980999999999998,1590.0510000000002,2230854.171,1377051.304,15.3,7.4,2,10.48,11.78,0,111,215,4,0,2,1,0,0,0.0,0.0
1027,5852,1504,1163615500,-8.396,2051.113,2230784.509,1377508.4780000001,16.5,7.0,2,38.34,0.0,1,114,201,5,0,4,1,1018,0,97.98,2.56
1030,5852,378,1163615500,-21.848000000000003,2055.266,2230770.579,1377510.524,15.7,7.0,2,33.46,0.0,2,115,221,5,0,4,3,0,0,0.0,0.0
1032,5852,260,1163615500,3.333,130.22899999999998,2230518.576,1375663.378,16.5,7.0,2,0.1,0.0,11,101,223,0,1,2,1,0,0,0.0,0.0
1035,5865,136,1163616800,22.459,1656.037,2230855.4590000003,1377117.7280000001,14.4,7.2,2,18.04,10.02,2,112,214,0,5,2,1,0,909,0.0,0.0
1041,5871,1502,1163617400,-10.988,2047.68,2230782.472,1377504.689,16.5,7.0,2,36.61,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1042,5861,42,1163616400,12.44,697.47,2230590.662,1376224.58,14.9,7.4,2,18.89,0.0,1,103,222,2,0,2,1,0,0,0.0,0.0
1043,5873,720,1163617600,-22.412,2054.011,2230770.214,1377509.197,16.1,7.0,2,33.18,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
1044,5872,38,1163617500,9.661,2049.212,2230802.644,1377509.362,31.6,8.0,3,16.39,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1045,5886,27,1163618900,-15.854000000000001,131.84799999999998,2230499.583,1375666.545,16.0,6.7,2,10.34,-1.52,2,123,201,0,1,4,1,0,794,0.0,0.0
1050,5892,1295,1163619500,-7.361000000000001,2053.749,2230785.128,1377511.241,15.3,7.0,2,35.94,0.0,1,114,202,5,0,4,1,1041,0,83.0,2.31
1051,5892,163,1163619500,-19.480999999999998,2050.1820000000002,2230773.696,1377505.862,15.2,7.0,2,32.44,0.0,2,115,212,5,0,4,3,0,0,0.0,0.0
1055,5906,775,1163620900,-20.522,2059.79,2230771.1980000003,1377515.197,17.0,6.5,2,33.49,0.0,2,114,223,5,0,4,1,1043,0,112.29,3.35
1056,5908,43,1163621100,-1.5219999999999998,2059.53,2230790.014,1377517.8480000002,18.1,6.5,2,15.14,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1057,5912,1479,1163621500,-11.485,2061.048,2230779.9359999998,1377517.823,14.0,6.5,2,36.59,0.0,1,114,201,5,0,4,1,1050,0,79.16,2.16
1060,5920,370,1163622300,-9.992,2060.758,2230781.456,1377517.765,16.5,6.7,2,35.65,0.0,1,114,212,5,0,4,1,1050,0,105.38,2.96
1062,5935,28,1163623800,6.888,2056.054,2230798.857,1377515.699,18.5,6.8,2,24.16,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1064,5935,421,1163623800,-10.622,2062.86,2230780.511,1377519.746,15.8,7.0,2,34.91,0.0,1,114,212,5,0,4,1,1057,0,85.96,2.46
1067,5964,1350,1163626700,-19.563,2047.8120000000001,2230773.978,1377503.507,15.6,7.0,2,37.54,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
1070,5966,446,1163626900,-11.132,2062.944,2230779.994,1377519.751,14.7,7.0,2,34.22,0.0,1,114,221,5,0,4,1,1064,0,107.01,3.13
1072,5976,34,1163627900,0.8029999999999999,2052.965,2230793.316,1377511.716,16.1,6.5,2,14.2,0.0,11,114,213,5,0,4,2,0,0,0.0,0.0
1074,5987,13,1163629000,-14.806,127.208,2230500.252,1375661.835,15.3,6.5,2,26.17,0.0,2,101,201,0,1,4,1,0,794,0.0,0.0
1077,5987,854,1163629000,6.69,285.302,2230543.869,1375816.44,23.8,7.8,3,30.25,0.0,3,102,214,0,2,2,1,0,0,0.0,0.0
1082,5988,743,1163629100,-21.065,2048.575,2230772.377,1377504.031,15.5,7.0,2,34.16,0.0,2,115,203,5,0,4,3,0,0,0.0,0.0
1084,5994,1377,1163629700,-10.964,2052.4210000000003,2230781.7709999997,1377509.378,16.0,7.0,2,34.33,0.0,1,114,201,5,0,4,1,1070,0,85.3,2.48
1087,6016,1541,1163631900,2.6519999999999997,267.17400000000004,2230538.3219999997,1375798.716,22.5,7.0,2,27.98,0.0,3,102,215,0,2,2,1,0,0,0.0,0.0
1089,6034,44,1163633700,3.697,698.7769999999999,2230582.309,1376227.4719999998,18.1,7.4,2,19.41,0.0,1,103,222,2,0,2,1,0,0,0.0,0.0
1090,6034,1660,1163633700,7.785,236.877,2230540.89,1375768.094,17.0,7.2,2,22.74,0.0,3,102,214,0,2,2,1,0,0,0.0,0.0
1092,6035,102,1163633800,5.287000000000001,48.739,2230513.926,1375581.997,16.0,7.0,2,13.19,0.0,11,101,223,0,1,2,1,1032,0,81.36,6.17
1093,6035,212,1163633800,22.521,32.448,2230529.784,1375564.364,17.0,7.0,2,15.33,0.0,2,101,202,0,1,2,1,958,0,103.5,6.75
1096,6067,34,1163637000,-0.363,2057.618,2230791.452,1377516.136,15.3,7.0,2,19.57,-1.95,0,115,214,5,0,2,2,0,0,0.0,0.0
1098,6050,366,1163635300,9.202,233.516,2230541.725,1375763.8080000002,16.8,7.4,2,18.27,0.0,9999,102,223,1,0,2,1,0,0,0.0,0.0
1102,6067,799,1163637000,14.133,18.142,2230520.799,1375552.71,14.5,7.0,2,20.8,0.0,1,101,214,0,1,2,1,984,0,86.89,4.18
1103,6080,655,1163638300,-21.554000000000002,1987.22,2230781.284,1377443.3069999998,16.8,7.0,2,21.78,0.86,2,115,223,0,5,4,1,1055,0,469.89,21.57
1104,6075,753,1163637800,22.899,46.483999999999995,2230531.297,1375578.323,15.5,7.0,2,10.15,0.0,2,101,214,0,1,2,1,1093,0,47.24,4.65
1105,6075,57,1163637800,5.245,49.738,2230513.965,1375582.996,15.0,7.0,2,10.61,0.0,11,101,223,0,1,2,1,1092,0,51.04,4.81
1109,6129,30,1163643200,1.4909999999999999,138.05200000000002,2230517.376,1375671.18,18.1,7.0,2,22.91,0.0,9999,123,223,0,1,2,1,0,0,0.0,0.0
1110,6166,1143,1163646900,-14.536,1988.2939999999999,2230788.0530000003,1377445.459,15.0,7.0,2,19.99,-0.78,2,115,201,0,5,4,1,1103,0,269.88,13.5
1113,6173,320,1163647600,-25.72,711.174,2230555.672,1376245.0659999999,17.9,7.5,2,13.79,0.0,0,122,201,2,0,4,3,0,0,0.0,0.0
1114,6205,1288,1163650800,-14.845999999999998,1993.5220000000002,2230786.9469999997,1377450.5780000002,16.3,7.0,2,14.82,-1.16,0,115,202,5,0,4,3,0,0,0.0,0.0
1121,6241,1262,1163654400,-14.317,2002.944,2230786.027,1377459.971,15.2,7.0,2,20.46,-3.58,0,115,202,5,0,4,3,0,0,0.0,0.0
1122,6239,737,1163654200,15.142000000000001,64.171,2230524.998,1375596.58,15.5,7.0,2,11.59,0.0,1,101,221,0,1,2,1,1102,1123,40.02,3.45
1123,6239,1515,1163654200,15.020999999999999,31.636,2230522.2430000002,1375564.1619999998,17.0,7.0,2,5.46,0.0,1,101,214,0,1,2,1,1122,0,32.54,5.96
